CD_MUN,Pop 2018,GDP,GDP Tax,GDP Agro,GDP Indu,GDP Serv Pri,GDP Serv Publ
1100015,23167,499306,28261,165892,26369,123512,155271
1100023,106168,2463773,252260,163121,339667,1034184,674541
1100031,5438,140502,5651,62337,5179,25171,42164
1100049,84813,2180454,225198,212493,222558,971609,548595
1100056,16444,472179,68863,61973,22818,208728,109796
1100064,16227,330428,21385,73479,26195,103454,105915
1100072,7567,320628,10394,212545,9971,30596,57122
1100080,17855,230164,7684,63525,7218,42875,108861
1100098,32047,608398,48925,120026,61347,183339,194761
1100106,45783,836882,114154,46931,29036,361929,284832
1100114,51933,1476627,160753,174427,226575,588767,326104
1100122,127907,3362336,445341,141765,403202,1601590,770438
1100130,39097,642103,31537,190494,46881,130599,242591
1100148,20459,370024,20134,103925,37158,82157,126649
1100155,36340,808667,60402,143562,81960,285328,237414
1100189,36434,1131158,178698,109643,179849,417242,245726
1100205,519531,16647158,2120205,586045,3858082,6664115,3418710
1100254,19409,417601,36159,102278,36862,117093,125209
1100262,3723,106521,3396,54708,7331,11090,29997
1100288,54702,1317091,114387,97068,251482,502744,351411
1100296,6781,146645,5304,51398,13604,26830,49509
1100304,97448,2769483,359365,143682,448423,1171537,646476
1100320,22931,711451,36919,242199,128163,153484,150685
1100338,29757,508702,19574,184590,25151,93541,185847
1100346,14722,256509,10004,78818,11705,57543,98438
1100379,13227,278480,10918,124975,11712,41556,89320
1100403,20999,328751,16736,87597,23590,74888,125940
1100452,38937,680976,46423,176695,37720,182638,237501
1100502,8751,165798,7224,58294,9704,32951,57626
1100601,6190,140630,4042,71272,3359,19522,42435
1100700,14009,280341,7637,129427,22536,26395,94347
1100809,25983,567898,22466,85026,186970,103914,169522
1100908,3119,113027,2755,74886,1787,7508,26091
1100924,10886,301332,14334,105106,51048,52350,78493
1100940,24226,357077,14624,85034,59077,55819,142523
1101005,8095,178780,4930,95115,4781,16793,57162
1101104,10272,180286,7852,43804,25904,35929,66797
1101203,9762,206233,12589,72737,12158,45027,63721
1101302,11080,217967,10020,66365,13164,57705,70713
1101401,15695,283003,12382,90940,22836,56656,100188
1101435,7047,121054,3970,53916,3418,13525,46224
1101450,5947,106590,3159,48291,3259,11117,40764
1101468,2191,104579,3140,63957,3303,11525,22655
1101476,2939,60540,1995,23035,2097,8521,24892
1101484,5280,89556,3195,32792,2305,13417,37848
1101492,19842,352762,17302,128697,16476,68051,122234
1101500,11860,234981,14012,83888,11176,47321,78583
1101559,4384,89304,3215,39114,4002,11644,31329
1101609,10494,191965,5609,92623,5227,17802,70703
1101708,11665,217176,8432,80054,8872,42677,77142
1101757,11028,159963,5146,55622,6265,20487,72443
1101807,6998,150141,5127,75533,3511,17775,48195
1200013,15020,236379,12178,68300,8032,52375,95494
1200054,7300,91486,2983,19444,2747,16089,50224
1200104,25848,417839,34912,68628,30756,119160,164383
1200138,10111,157797,2722,64186,3464,21059,66366
1200179,11456,170403,6470,60821,4004,24939,74169
1200203,87673,1425685,151112,62717,97059,561416,553380
1200252,18122,459388,85417,41244,16861,206328,109539
1200302,34675,364112,14390,57788,11574,70843,209518
1200328,8159,76929,1395,8740,1511,9032,56251
1200336,18638,198112,4471,34246,6637,31164,121594
1200344,9336,125008,6379,19555,13000,23468,62607
1200351,18430,192830,3377,34127,4259,23006,128062
1200385,19565,252906,10095,62504,13589,44845,121874
1200393,11720,112156,2758,13621,2452,15114,78212
1200401,401155,8940823,1277997,149905,802171,4220400,2490351
1200427,18504,184545,2655,35576,4098,20802,121414
1200435,6362,71467,1621,12817,1512,9275,46243
1200450,22810,373185,26975,90656,23043,86974,145538
1200500,45177,518416,20855,96071,21131,113550,266808
1200609,41976,488825,24212,75132,14940,109096,265446
1200708,19048,239114,9092,64690,4085,45657,115589
1200807,18180,233716,7000,70829,6070,35665,114151
1300029,15860,169816,2668,53419,6809,27302,79618
1300060,11332,83091,1288,12892,3306,14318,51287
1300086,13269,116341,1922,35318,4783,18763,55556
1300102,20538,218253,4396,93163,6479,29587,84628
1300144,21583,210012,4318,61282,12163,45064,87185
1300201,19438,142481,2681,21493,3828,20909,93569
1300300,38830,357098,11916,83214,17580,70991,173397
1300409,27364,168178,3919,11396,7987,33508,111369
1300508,31593,258823,6561,45192,9695,45963,151412
1300607,42020,308682,10230,33437,17060,64150,183804
1300631,19258,151535,3206,18303,6551,28745,94729
1300680,18781,139703,3116,16228,5656,26982,87722
1300706,33976,416148,22411,89755,54587,103129,146266
1300805,40565,303714,9437,36506,12083,63705,181983
1300839,12877,156312,2438,62720,5698,22912,62545
1300904,15450,107613,3316,14099,3870,20099,66229
1301001,28076,306340,12263,83422,19557,73777,117321
1301100,37384,314585,11977,60845,25353,62189,154220
1301159,29595,337266,3678,178803,9350,29117,116318
1301209,84272,2015916,77102,140484,955793,441067,401469
1301308,28100,500695,5676,325036,14533,41548,113902
1301407,34840,517544,8377,268620,16884,68845,154819
1301506,19668,157496,2191,38639,6023,26998,83645
1301605,18221,180920,6561,25020,8908,40370,100063
1301654,16416,123592,3693,19216,4644,23267,72771
1301704,54001,622149,38037,140117,40583,192778,210634
1301803,28933,152286,2470,12159,4575,22587,110494
1301852,47571,679140,30001,178626,86802,159119,224591
1301902,99955,1881004,107905,463450,119702,752383,437562
1301951,7888,95164,2848,26638,4047,17709,43924
1302009,9064,109917,3569,34516,4482,21894,45456
1302108,3265,62832,1352,16211,2630,11516,31124
1302207,14312,103844,2386,19758,4523,16507,60670
1302306,14753,224218,5272,79095,9673,43307,86871
1302405,45245,495068,17457,194152,17823,90890,174746
1302504,96236,1428130,44595,577015,113871,303777,388872
1302553,31147,275153,5887,101612,9498,35577,122579
1302603,2145444,78192321,14962349,209000,26426370,27665796,8928806
1302702,54907,528955,18893,143253,36119,111303,219386
1302801,18186,128444,2273,16982,4040,16926,88223
1302900,62755,501299,24869,54976,25869,123038,272547
1303007,20899,151529,4842,20278,6729,33083,86598
1303106,36721,246712,7673,27505,10807,46154,154572
1303205,18974,136020,4511,10874,7115,33384,80136
1303304,25237,199378,5412,45834,13543,33821,100768
1303403,113168,1119341,46871,264721,62545,287965,457237
1303502,19329,156937,3169,34569,5270,26627,87302
1303536,35352,822429,25016,102093,324038,151527,219754
1303569,32577,383425,16816,132666,37562,69970,126410
1303601,24436,137548,2806,15483,3828,19572,95859
1303700,21966,181268,5250,36470,5994,29787,103768
1303809,44816,329147,16904,11339,14783,93284,192837
1303908,38515,251094,4969,26338,9699,40892,169196
1303957,13685,117170,3116,29679,5206,21657,57512
1304005,9110,101399,2260,35882,3684,15732,43842
1304062,64488,533611,34966,28468,27319,171418,271441
1304104,17299,247513,3341,114781,7787,32525,89079
1304203,60154,934211,45530,158744,212588,241967,275382
1304237,18610,133833,2820,17943,4916,22118,86036
1304260,13387,187766,5223,79722,6900,32504,63417
1304302,16383,330475,5628,201893,7654,37305,77996
1304401,22537,166351,5063,23558,7296,35957,94477
1400027,12394,169685,2236,32248,4424,14490,116288
1400050,15638,280115,4135,80206,11327,34210,150236
1400100,375374,10042255,936285,95192,1184859,4115851,3710069
1400159,12257,281340,4312,108327,13355,33650,121696
1400175,17868,268479,18939,29687,18323,28582,172948
1400209,21564,347038,16455,36058,18191,60283,216052
1400233,9950,178391,4150,45751,8533,23792,96166
1400282,11600,159894,2458,22987,4900,18292,111258
1400308,17528,309567,20914,40857,21598,58589,167609
1400407,11045,153494,1418,23125,4641,15017,109293
1400456,15580,204457,7266,7082,7568,36246,146295
1400472,29533,547425,50939,57330,36355,118111,284690
1400506,8052,177730,24882,26530,12925,34298,79095
1400605,7860,139073,7569,30518,7118,19029,74840
1400704,10325,111043,942,4936,1379,6556,97230
1500107,156292,1413838,104390,160293,65836,525182,558137
1500131,7382,82210,5285,15505,6956,23327,31137
1500206,55513,914142,19590,495212,41089,120008,238243
1500305,38863,357844,9438,110608,16986,50529,170283
1500347,27241,423047,52999,144206,80716,51396,93731
1500404,56480,566773,16589,185571,21363,122975,220275
1500503,34142,591585,71656,62484,160549,138547,158349
1500602,113195,2722307,233146,234009,693436,1150643,411072
1500701,28859,206819,8461,34360,9330,35741,118926
1500800,525566,7523457,923523,10036,1009736,3931317,1648846
1500859,27161,368918,27267,96753,19625,112132,113142
1500909,45516,305846,8379,42910,11239,56297,187022
1500958,30896,260843,7422,72912,12935,43073,124501
1501006,16371,118079,1305,34756,3357,12926,65734
1501105,30009,207936,3201,64759,6461,25023,108493
1501204,46416,346807,9013,79045,10410,64254,184084
1501253,3310,78144,1858,46453,1682,9454,18697
1501303,122294,4737587,1104445,86391,1891798,1122705,532248
1501402,1485732,31484849,4727541,69341,3809666,17930735,4947567
1501451,17624,159192,5638,36314,8703,33391,75146
1501501,61689,1589870,318278,3631,451768,590578,225615
1501576,16841,176017,7292,48273,18113,38803,63538
1501600,16038,151796,19751,19093,35352,23674,53926
1501709,126436,1127832,74400,147070,73247,411564,421551
1501725,15190,251874,13737,92080,11308,69230,65520
1501758,7392,78180,3456,23316,3198,17713,30497
1501782,64738,569751,47858,89249,59717,132980,239947
1501808,101891,813768,39627,47659,36872,240209,449400
1501907,28832,453283,7328,252350,20513,58630,114461
1501956,33178,179439,4877,31907,5275,25897,111483
1502004,23466,183310,4230,58601,5775,27333,87370
1502103,136390,1136608,41692,286234,37099,268130,503453
1502152,36050,7106814,191942,65097,5404361,1175099,270314
1502202,68616,1027476,128823,37798,109548,510254,241053
1502301,54179,499402,22691,111162,28625,143979,192946
1502400,198294,3911969,572919,127650,539879,1905634,765885
1502509,23482,187473,2966,67394,4597,14966,97550
1502608,12040,80885,1858,13480,2767,16379,46401
1502707,47734,552662,42423,77360,44439,213322,175118
1502756,32847,293657,13588,44817,13862,72926,148464
1502764,13179,289017,5151,166426,29006,29558,58877
1502772,18014,820223,31783,56040,496820,150007,85573
1502806,33893,494536,7145,289740,18505,58129,121017
1502855,14197,124520,2978,32222,4516,20271,64533
1502905,39540,290817,8661,71555,10002,60836,139763
1502939,58956,685451,58108,114465,44933,251210,216735
1502954,33674,377700,31016,79936,33646,107360,125742
1503002,7319,54936,1410,5934,2615,12127,32851
1503044,20080,340215,11058,170351,15968,61473,81365
1503077,26020,218755,6478,46582,8717,45675,111304
1503093,39857,339466,20763,54560,18739,94852,150551
1503101,32991,269765,7571,46036,8602,50878,156677
1503200,38588,355099,19669,85443,21329,97293,131365
1503309,62355,389802,19474,97611,16746,89167,166804
1503408,11559,126156,5884,47723,11666,16768,44115
1503457,62455,519093,20823,59804,109301,86459,242706
1503507,32504,213513,8466,34506,8523,53221,108796
1503606,101097,1814617,186282,123161,231161,856611,417403
1503705,53182,519058,18648,158487,32555,110953,198414
1503754,8899,461547,14854,35547,218990,40438,151718
1503804,58457,484235,35371,43140,34740,175758,195226
1503903,56908,996732,47006,109834,331693,266646,241554
1504000,28583,404871,3934,260704,4929,25390,109916
1504059,29917,293011,20314,19146,15836,114754,122960
1504109,8523,81749,1701,26589,4214,13448,35796
1504208,275086,8780799,919362,309745,3355365,3022417,1173910
1504307,29429,234594,5940,59971,9152,44633,114899
1504406,28220,234564,6379,54646,9342,53224,110974
1504422,129321,1901872,250308,1792,196566,940006,513200
1504455,31213,614016,21755,332824,26145,120825,112467
1504505,27415,178160,3390,25686,5770,24364,118951
1504604,30736,294713,10678,67952,11645,59825,144613
1504703,80988,943782,71381,230933,76198,240631,324639
1504752,15982,153351,6372,32221,8131,37444,69182
1504802,57900,721145,26763,262934,30554,163957,236937
1504901,39783,257499,5708,80078,8058,37587,126069
1504950,21291,204614,6551,60450,8027,41478,88108
1504976,16499,136342,6401,29613,6395,32062,61871
1505007,15218,118720,5428,21087,5639,31569,54998
1505031,25758,584494,54781,134186,56536,223221,115769
1505064,74602,854122,49889,257732,33849,216303,296349
1505106,51964,641073,24423,245164,35395,127696,208394
1505205,32168,388502,7098,183535,10853,48044,138971
1505304,72160,1626709,108834,166799,549855,505602,295619
1505403,17721,169130,7595,49297,10699,40530,61009
1505437,32319,610695,114691,48565,125235,187559,134645
1505486,46986,595652,25702,241630,25376,119922,183022
1505494,7596,65475,1999,15447,3527,13156,31346
1505502,111764,2647150,276549,251382,651129,993299,474791
1505536,202882,15995450,652492,178553,10600510,3365826,1198069
1505551,5557,87988,4298,25735,3961,19761,34233
1505601,8073,55082,1850,9076,2361,11025,30769
1505635,12983,235172,9677,126051,13109,32758,53577
1505650,30293,245465,7724,87876,8618,41390,99856
1505700,30608,212067,5997,54728,5626,38887,106829
1505809,61126,893633,17176,457837,39593,117640,261388
1505908,40458,309944,11340,62283,14843,58558,162921
1506005,29886,288710,5232,99959,10864,45028,127627
1506104,10792,198977,38217,8076,77283,29755,45646
1506112,13512,97498,2816,24674,2987,17667,49355
1506138,83997,1802562,280082,71574,216012,921724,313170
1506161,18186,479451,61878,134635,85389,120376,77173
1506187,51903,531904,29890,95885,39512,161890,204728
1506195,49503,350354,17777,65879,27367,75175,164157
1506203,40424,470392,39213,16159,54105,213828,147087
1506302,23424,174981,7043,23949,8404,48315,87270
1506351,20704,172363,15552,7827,38132,37014,73838
1506401,9939,68962,964,23928,1308,8105,34657
1506500,69746,757959,72845,85508,71107,278993,249507
1506559,19852,163153,8282,24822,6034,45498,78518
1506583,21042,379858,12967,179261,40041,66512,81077
1506609,24725,383892,18504,155106,26566,98482,85235
1506708,71187,843573,90256,190320,114422,215521,233054
1506807,302667,4858971,468330,300892,460268,2537416,1092064
1506906,6664,45157,920,7641,1855,7408,27333
1507003,31038,367039,20290,126953,30792,68527,120478
1507102,17970,142310,4510,35514,5598,29361,67328
1507151,25358,281019,15213,75522,15708,78962,95613
1507201,31837,267173,5945,85731,9435,42988,123074
1507300,124763,1395724,87640,471182,164870,280202,391830
1507409,15833,234070,11578,92621,10807,58651,60412
1507458,24991,490326,65937,97527,87349,133573,105940
1507466,6059,44645,1121,11553,1559,6507,23904
1507474,22842,164400,6138,23966,7576,34477,92244
1507508,13940,122342,4312,31903,6301,20240,59587
1507607,58328,676253,33699,224491,51789,153059,213215
1507706,26301,209263,5167,58723,5337,34563,105473
1507755,5849,99576,6990,32706,6005,23985,29890
1507805,11839,135571,5169,41057,6047,28146,55152
1507904,25181,188093,6705,32425,7212,48356,93394
1507953,103664,897743,77552,86726,103559,271989,357917
1507961,11591,70408,1965,6955,3175,15088,43225
1507979,18619,510421,9449,15880,311076,90308,83708
1508001,62854,667854,46447,103085,53382,206651,258290
1508035,30656,215701,5623,45446,7885,37851,118896
1508050,18807,294127,24058,89345,14957,93811,71956
1508084,39059,778684,109175,91662,121549,300341,155956
1508100,112148,7481954,104442,76295,6237196,550030,513991
1508126,57632,1330185,38352,816638,116159,165702,193333
1508159,45517,545610,32138,158466,28587,157640,168780
1508209,53191,382340,17985,67463,17042,105339,174511
1508308,61049,486664,12512,151780,17311,77648,227412
1508357,14987,4375711,60981,58591,4048396,120192,87552
1508407,44410,1226527,244672,114067,254128,421148,192513
1600055,5306,75190,2947,3211,5821,11894,51317
1600105,9029,137265,3911,22562,3616,27651,79524
1600154,15931,311096,28148,5315,82857,45111,149665
1600204,10926,164205,5695,13621,16213,33283,95393
1600212,5864,76197,927,16695,1107,6887,50581
1600238,7591,533412,3820,15683,407345,24264,82300
1600253,5387,69178,542,9404,1372,8004,49857
1600279,49446,902523,22666,11272,247164,177109,444312
1600303,493634,10949649,884141,58239,786530,5003602,4217137
1600402,21206,258121,3783,24203,11658,34215,184261
1600501,26627,426123,24132,15271,25328,122795,238597
1600535,21484,340183,13385,24850,38306,69193,194448
1600550,4993,67289,599,15074,976,5217,45424
1600600,119610,2070104,126667,16565,175803,736179,1014889
1600709,16855,225272,4436,35580,11697,24568,148991
1600808,15605,189400,4391,6463,11107,24168,143271
1700251,2564,52402,1451,23789,1243,7510,18409
1700301,6572,124903,16936,8518,10104,48070,41275
1700350,5434,103535,6616,24073,3976,34373,34496
1700400,7131,151995,5107,79923,4165,19653,43148
1700707,8427,271677,35636,61609,39555,84399,50479
1701002,9607,131057,7379,29897,3684,31144,58952
1701051,3417,36055,1026,5453,1097,5694,22785
1701101,4741,102280,3262,47620,3134,15770,32493
1701309,5786,64348,1454,18009,1245,7322,36318
1701903,7016,126453,4227,53912,3224,20160,44930
1702000,8567,192401,8541,77490,5849,45971,54550
1702109,177517,4387503,499526,54041,538639,2226153,1069144
1702158,5663,66015,2062,14680,2617,10783,35874
1702208,35346,426292,25002,34784,17346,137684,211475
1702307,6670,288624,5267,27497,173234,42764,39862
1702406,10601,185520,26946,35787,12618,43479,66691
1702554,18178,253786,17971,11447,15195,102519,106654
1702703,3731,42071,1321,9611,1748,6362,23029
1702901,9725,120577,5388,17607,3543,26936,67103
1703008,10662,105415,2814,23559,3775,13094,62173
1703057,3512,120313,2161,26340,50793,15381,25637
1703073,4549,56131,1758,15140,1572,8711,28951
1703107,5614,93732,6667,15215,8928,26908,36014
1703206,4469,74747,5419,24117,3084,12528,29598
1703305,4779,74016,1702,27295,6585,8928,29506
1703602,2191,41055,3358,6874,1084,12270,17469
1703701,5475,193608,4700,131827,3677,17885,35520
1703800,11197,97767,4452,6546,4135,19225,63410
1703826,2266,27213,956,3586,661,4685,17326
1703842,9917,306490,17202,140902,12156,74810,61420
1703867,4321,348873,63315,38940,42382,172413,31822
1703883,2556,36915,1583,6969,1098,7142,20124
1703891,4059,39835,891,4666,1773,5573,26932
1703909,5295,158694,7975,75943,8231,31872,34673
1704105,2874,34300,1089,8191,700,5167,19152
1704600,1401,23915,626,8191,1164,2659,11275
1705102,3334,64180,2351,26843,2992,9395,22600
1705508,34990,726144,79837,26802,55194,344081,220231
1705557,4843,67451,5438,5444,2782,24322,29465
1705607,4124,52035,3602,6254,1583,13142,27453
1706001,5536,116360,6397,37781,10410,25437,36336
1706100,7300,109929,6184,29131,5217,26336,43061
1706258,1708,43539,2200,17803,1088,7751,14696
1706506,6018,186128,11628,94496,4332,38499,37174
1707009,21850,347681,26613,26210,19093,143743,132023
1707108,6856,123061,8046,37605,4062,29135,44213
1707207,7211,102497,4034,37321,2347,16402,42392
1707306,4687,115318,4572,58806,3334,17160,31446
1707405,10851,89105,2514,8819,1643,13486,62643
1707553,3841,67323,6487,7277,2096,25507,25957
1707652,5284,170308,14291,56209,5009,60811,33988
1707702,8837,101745,3307,18993,4755,22216,52475
1708205,18482,349562,24882,84938,27016,99229,113497
1708254,2576,187372,31879,19013,5986,110083,20411
1708304,5116,75365,3757,22974,2003,14608,32024
1709005,12942,161618,5307,46004,5777,25460,79069
1709302,25677,651472,70422,44266,34466,350919,151398
1709500,85737,2202620,266469,39305,153377,1163830,579640
1709807,1977,30354,1165,9063,1231,3794,15100
1710508,7414,99454,5018,25293,2888,19918,46336
1710706,5896,64203,1653,12029,3744,9259,37518
1710904,3758,71020,2421,31038,1707,11161,24692
1711100,2435,43126,2324,17329,1018,5636,16819
1711506,3819,59959,2118,20587,1698,9043,26512
1711803,2202,30532,1148,7607,727,4817,16233
1711902,13034,483653,35638,198870,35196,130408,83540
1711951,4237,39769,1055,5616,838,5925,26334
1712009,3101,67657,3790,1486,9726,21257,31398
1712157,1892,23724,594,5527,862,2993,13749
1712405,3748,42461,918,11473,862,5196,24013
1712454,3060,33686,1649,2402,1516,7343,20776
1712504,5094,126362,5833,57891,5679,23111,33849
1712702,2638,135482,2823,92993,4164,15841,19661
1712801,3403,36631,1009,5789,754,5489,23590
1713205,18566,526300,38295,81084,183038,105028,118855
1713304,13375,262798,23701,49169,13235,95971,80721
1713601,7827,178179,4550,71236,35832,20707,45855
1713700,2263,35872,1087,12785,829,4607,16564
1713809,6570,68754,2421,13209,4944,9404,38776
1713957,3514,43003,1135,12872,839,5348,22808
1714203,9239,174675,10753,18153,41966,48122,55682
1714302,3959,44085,1813,5582,2073,8633,25983
1714880,11719,264337,42111,16506,25394,107654,72673
1715002,4215,55046,2493,13696,1418,10849,26589
1715101,4287,52415,1879,11800,1559,9657,27521
1715150,2332,27361,1061,4098,1145,5240,15818
1715259,2698,29210,1128,4159,688,4235,18999
1715507,1106,20322,639,4489,553,3847,10795
1715705,5919,95873,3166,35870,2978,15005,38855
1715754,7641,118770,7130,18034,7422,37611,48573
1716109,50602,1230450,159568,21150,169927,583218,296587
1716208,10461,215336,8938,24459,91847,24314,65778
1716307,4831,69063,2787,22959,1591,10952,30774
1716505,13380,533117,59229,177327,60092,152938,83531
1716604,11623,528258,9162,110002,289944,41967,77182
1716653,5443,75466,3150,21305,1897,13320,35794
1716703,8270,144706,9952,18532,7559,58303,50360
1717008,4464,53086,2165,10995,1827,9512,28588
1717206,3023,51537,1162,23021,968,5257,21130
1717503,7564,157354,6874,75910,4862,21634,48073
1717800,4601,47221,2363,6217,1951,9059,27631
1717909,7961,84181,3566,12582,3243,16309,48481
1718006,3108,31091,1193,2602,866,5848,20581
1718204,52700,1677465,231730,197492,167587,738403,342254
1718303,8365,72134,1530,7579,1409,9973,51642
1718402,3692,49312,3777,7890,1471,13426,22747
1718451,2659,56495,5258,7175,5705,19451,18906
1718501,4244,43097,1223,6945,749,6537,27642
1718550,4604,47039,1342,7440,1303,6769,30185
1718659,2088,21102,467,519,518,3362,16236
1718709,2811,50428,1387,20161,2514,7090,19275
1718758,6468,65716,2256,13461,1942,9277,38779
1718808,4627,39336,943,3365,816,6068,28145
1718840,3378,70751,3256,31649,1506,12508,21832
1718865,7426,113661,5908,34174,3965,23302,46313
1718881,3381,52881,1637,19748,1253,7967,22276
1718899,2344,91188,6903,40205,2255,23645,18179
1718907,4811,149490,8911,64304,5994,38651,31631
1719004,2834,32080,1537,4129,870,6138,19407
1720002,2528,28791,926,5776,774,4146,17169
1720101,5256,53151,2385,8336,1311,9005,32114
1720150,1572,21497,646,3047,640,3997,13167
1720200,11967,105746,3243,5492,4110,20896,72004
1720259,3070,36648,1273,5563,960,7150,21701
1720309,4757,46315,1128,6659,2121,6860,29547
1720499,4017,91600,5100,36098,2531,21171,26700
1720655,5378,155722,11100,51379,3953,54883,34407
1720804,9078,102147,4314,11230,3897,21235,61470
1720853,1946,64190,1346,39065,1742,6870,15167
1720903,16538,242256,13937,25198,29902,72335,100884
1720937,2131,23183,723,3072,486,3647,15256
1720978,2773,82309,3921,36533,3132,16499,22223
1721000,291855,9425132,1283068,51055,1148712,4908100,2034197
1721109,7471,71895,2554,10041,1876,12066,45359
1721208,22896,295669,25234,8180,21246,105643,135366
1721257,1860,49162,1229,25769,1666,6454,14044
1721307,2613,29766,1030,4973,760,4298,18705
1722081,11631,140613,12838,12875,19327,29417,66155
1722107,11561,290954,25517,18503,111857,62616,72461
2100055,111757,2602791,222796,194293,988106,790603,406992
2100105,6469,50236,1257,12986,1932,10255,23806
2100154,12488,86186,3604,5816,3099,24554,49112
2100204,22083,129851,5942,12933,7433,33277,70266
2100303,26302,181358,5918,39127,8027,37813,90472
2100402,8066,56533,1623,12320,1832,12031,28727
2100436,26839,268927,30658,6465,14820,135967,81018
2100477,31894,190727,11948,21384,7170,46115,104110
2100501,11168,349151,8737,216392,14031,69344,40647
2100550,6918,51514,2822,7878,1528,15211,24074
2100600,41136,314235,12043,73469,9966,74976,143781
2100709,26614,178125,5799,35277,5901,42558,88590
2100808,15566,131751,6202,24749,5733,38211,56856
2100832,17063,109003,4107,15123,3813,26390,59571
2100873,15297,81222,3080,9997,2240,17324,48582
2100907,46103,269874,12550,31639,9115,73837,142733
2100956,32637,233587,11681,48887,7664,65358,99996
2101004,29764,253829,15811,42453,10198,84559,100808
2101103,12076,73994,3080,11237,2886,17785,39007
2101202,104633,1138528,117979,51093,78712,614179,276564
2101251,16855,307167,19837,14192,141738,66209,65191
2101301,18508,98470,2978,8595,3394,24964,58539
2101350,5617,35152,1279,3628,1295,8054,20897
2101400,93826,3457728,368873,928587,170764,1633865,355640
2101509,18714,207520,26026,8322,9438,106156,57578
2101608,87794,723386,48638,50374,34919,300270,289185
2101707,61828,485469,31973,39714,32278,187777,193727
2101731,7409,46499,863,3871,1518,9290,30957
2101772,11138,84798,3480,7322,3503,24736,45757
2101806,5627,42865,1100,10278,2026,9382,20079
2101905,21260,129315,6114,12038,4654,39445,67064
2101939,6011,49437,1554,13318,2519,11243,20802
2101970,9158,62725,4653,4095,2195,22751,29031
2102002,41435,315233,12459,79916,13326,77350,132184
2102036,33479,290152,16233,68359,10763,77281,117516
2102077,16148,89851,3032,16852,2712,19513,47742
2102101,36139,292086,14132,63627,12570,90816,110940
2102150,9367,57001,1897,7754,1795,13597,31958
2102200,28557,202493,7522,37776,7912,52504,96779
2102309,23827,169439,7706,21726,14295,49838,75874
2102325,71723,561019,31201,104340,22298,180939,222241
2102358,15393,99445,3049,18206,3148,21420,53623
2102374,9382,55164,1383,8712,1734,10694,32641
2102408,11136,55351,1405,6809,1962,10809,34367
2102507,19307,103316,2318,19936,2652,18638,59771
2102556,14294,165388,7751,60781,8269,40542,48045
2102606,20076,129442,5215,13590,4252,35151,71234
2102705,21872,124459,5482,8541,6635,34800,69000
2102754,10932,143910,5913,18782,29448,37736,52031
2102804,24337,322916,18559,100518,14001,109059,80778
2102903,23658,166300,8641,22297,7404,52440,75518
2103000,164224,1814096,177210,43263,220007,824866,548751
2103109,10657,67537,2253,12887,2157,14247,35993
2103125,8604,48219,1934,3935,1671,12293,28386
2103158,13243,80794,3170,11858,2285,19082,44399
2103174,21399,146643,5973,27507,4535,33992,74636
2103208,79145,712071,59055,34037,34928,340943,243108
2103257,14617,130419,9159,30362,5228,33986,51685
2103307,122597,963180,89611,47067,66717,391752,368032
2103406,49246,367500,21447,43836,22201,128559,151456
2103505,41042,383545,24808,49785,26873,141861,140218
2103554,16072,109445,2710,23382,3032,21260,59061
2103604,65044,457344,26611,22242,27774,166007,214710
2103703,32765,234272,9884,33750,7556,73165,109917
2103752,12901,485713,101806,7732,12961,314677,48537
2103802,23328,229839,16971,14371,17784,97519,83193
2103901,11296,77043,2547,10024,3164,18356,42951
2104008,17379,140506,7334,14635,7518,49043,61975
2104057,41355,983068,42224,41583,548046,210655,140559
2104073,8481,75697,3042,25438,3387,16516,27315
2104081,10258,70279,1596,21537,2084,11716,33346
2104099,18917,140048,6238,32800,4204,36509,60296
2104107,12615,158584,7771,49167,6352,50101,45194
2104206,15536,108188,5143,15785,5165,31381,50715
2104305,11672,115012,15074,9453,26995,23600,39890
2104404,17924,120877,6559,11593,5325,40570,56830
2104503,10793,77731,2740,8110,3004,22529,41349
2104552,18068,257076,19978,12402,90799,71906,61992
2104602,16772,97779,4083,11868,3346,26399,52083
2104628,7772,55520,2158,9208,2324,14762,27067
2104651,10211,67391,1795,14630,2150,12595,36221
2104677,25616,215118,11366,19176,7638,73388,103550
2104701,6263,44435,1603,5350,2207,11289,23986
2104800,68876,751654,54209,114054,59986,289987,233420
2104909,12063,84626,3549,16185,3535,21159,40197
2105005,28498,161349,6870,12430,4898,43133,94018
2105104,26953,156215,5280,15755,4967,35112,95101
2105153,14026,186312,12041,18944,64270,37484,53573
2105203,11252,89017,4582,9698,4983,29876,39879
2105302,258016,7126746,808688,30490,1697789,3618036,971742
2105351,15897,84413,2331,10124,2662,17593,51703
2105401,67673,564547,49298,22370,59413,219619,213847
2105427,25932,321167,20925,91369,15001,97332,96541
2105450,9993,64965,1180,12739,2573,12045,36429
2105476,16432,93761,2135,18046,2654,16208,54718
2105500,23696,216824,10933,24115,20992,72355,88429
2105609,16136,100483,4132,12580,4400,27415,51956
2105658,3506,45836,1840,12473,1400,11746,18377
2105708,49911,395876,24540,34100,17953,162805,156478
2105807,10808,69287,2228,7951,3816,17120,38171
2105906,16199,105582,3755,17422,3644,25515,55248
2105922,11235,78351,2573,17225,3001,18382,37171
2105948,8889,79721,3443,15695,3350,22777,34457
2105963,11320,78756,3166,10382,2639,21909,40661
2105989,7496,75330,4291,16666,2768,23071,28534
