CD_MUN,Pop 2018,GDP,GDP Tax,GDP Agro,GDP Indu,GDP Serv Pri,GDP Serv Publ
4302501,6356,329364,17970,169411,10006,90401,41577
4302584,2135,155771,16430,57626,3814,62544,15358
4302600,3397,85877,5407,28581,2784,28017,21088
4302659,5043,83654,5292,14635,8523,31216,23988
4302709,20929,445038,25196,90054,67852,161356,100581
4302808,33702,816533,58168,109154,105613,369438,174160
4302907,12705,342256,14169,130228,16771,109590,71499
4303004,82547,2354964,173199,434847,258770,1105231,382917
4303103,129307,5272956,951466,731,937447,2712771,670541
4303202,5055,113810,3508,49319,5688,28052,27243
4303301,4856,178322,11716,63116,8670,65134,29686
4303400,4788,101443,2823,42194,3831,24607,27989
4303509,66034,2011791,224665,258361,291559,920316,316890
4303558,2724,165766,20188,37610,25736,64028,18205
4303608,6456,180824,13308,36246,45872,47760,37637
4303673,3380,171639,34621,55279,29302,30501,21935
4303707,5553,152430,7021,54734,7413,52227,31034
4303806,5471,221364,14077,72846,9982,92085,32373
4303905,66156,3120149,701317,1625,1098465,959165,359577
4304002,4596,209435,26652,46172,16102,92741,27769
4304101,3345,99397,6105,37750,4978,29793,20771
4304200,31306,832090,55503,188059,140372,296770,151386
4304309,6246,237985,15145,77706,24534,86161,34439
4304358,9519,630090,122111,83131,237319,116287,71242
4304408,44489,1129075,96105,7183,190554,607375,227857
4304507,55871,1113646,65246,288997,42377,451017,266009
4304606,344957,19177607,2596396,6374,5746385,9019682,1808771
4304614,1729,43295,1349,19918,1139,8560,12330
4304622,1668,197277,9272,113344,19609,39096,15956
4304630,52004,1434599,105893,1952,189592,821296,315867
4304655,3602,322350,14209,200524,9640,71872,26105
4304663,25297,507743,40177,54405,121694,163573,127894
4304671,4589,208039,18928,54603,26084,80724,27700
4304689,11810,202714,23635,17443,37122,65912,58602
4304697,2750,65097,1689,26684,5469,11469,19787
4304705,61949,3010179,437370,160332,271506,1818793,322178
4304713,8187,110129,4063,31306,12740,21781,40239
4304804,29409,2529089,521828,42516,1127557,683034,154155
4304853,1404,38912,973,18234,2346,6466,10891
4304903,9010,438080,51316,74063,71840,194590,46270
4304952,3189,135657,12578,45246,6132,52075,19626
4305009,8851,389336,24517,150423,14420,154626,45349
4305108,504069,24678915,4021758,198743,6162849,11711409,2584155
4305116,2905,73992,2497,34384,3599,16543,16968
4305124,6136,93747,2871,29887,3774,25639,31576
4305132,4676,72397,2071,24508,2490,16659,26669
4305157,2327,56202,2047,24013,1426,12652,16064
4305173,12058,160189,9625,38398,7722,49024,55420
4305207,14074,734292,169370,49564,48243,395563,71551
4305306,9300,468068,29070,199965,31566,161663,45803
4305355,40301,1711192,194475,25019,832717,470097,188885
4305371,3306,91747,3408,47056,2729,19059,19494
4305405,3794,214014,5811,129027,8260,47045,23871
4305439,6635,379119,33086,15338,130210,164290,36196
4305447,5401,102128,2707,51990,3221,15204,29007
4305454,15912,279668,15854,11744,16448,137960,97662
4305504,4775,148826,9737,58627,10905,44842,24714
4305587,2442,58847,3081,19672,5685,13379,17030
4305603,3221,210617,12738,104325,8169,61579,23805
4305702,6746,387529,29214,144452,45869,129156,38838
4305801,9915,303825,24163,57418,28671,142660,50913
4305835,1507,33888,953,15746,954,5253,10982
4305850,2327,121395,6377,65710,3904,29824,15581
4305871,2518,121402,7777,45347,7515,40951,19812
4305900,7385,299137,16419,129278,14515,99978,38948
4305934,1641,39566,1267,17846,2910,6296,11247
4305959,3868,158086,8645,27067,66625,33573,22176
4305975,2769,219150,7324,136605,10961,42688,21572
4306007,13544,345504,25283,80777,33121,137710,68612
4306056,7950,179303,11163,57177,8929,61043,40990
4306072,2851,58834,1428,28514,1510,10079,17303
4306106,60693,3949026,563983,382753,294744,2421143,286403
4306130,1870,85409,4634,40266,3167,22762,14580
4306205,12290,357028,41137,44275,74314,142248,55054
4306304,4744,147080,8933,53633,6897,52824,24793
4306320,2852,82107,2392,39486,3048,17821,19360
4306353,2478,39471,1194,12038,956,8367,16916
4306379,3026,143900,3940,87557,6049,25169,21185
4306403,32205,2001767,327216,9417,745372,762379,157383
4306429,2044,115144,5160,68242,5166,19555,17020
4306452,3394,96464,5158,30377,5516,34539,20874
4306502,15338,237764,11081,67582,7656,78756,72689
4306551,2541,54603,4197,5780,2835,24389,17402
4306601,38589,1325429,85383,402950,104993,533408,198695
4306700,3086,75272,4621,16711,16049,19483,18409
4306734,4639,196158,10389,89201,7680,62994,25893
4306759,1994,52217,3438,13742,7890,14265,12883
4306767,40643,1607476,365617,53948,160310,818191,209411
4306809,22520,886854,116497,27380,241984,400861,100132
4306908,25791,535600,25641,178933,26278,171918,132831
4306924,1088,49621,2345,20885,2374,12615,11402
4306932,8542,405648,30630,132088,13880,182210,46841
4306957,2829,193270,5891,28044,114579,23932,20824
4306973,2995,110388,6477,45416,9066,28499,20931
4307005,105059,4946250,673862,72467,1339485,2362999,497437
4307054,3167,144615,9824,53992,11216,47278,22306
4307104,6828,133957,4382,51381,4324,35630,38241
4307203,4902,94170,6031,30193,5396,27557,24994
4307302,7040,231813,14647,86590,13097,82232,35247
4307401,3277,215522,11148,111616,7279,62466,23012
4307450,2969,71706,3260,29276,3340,15956,19874
4307500,15584,774290,66585,229895,66630,330629,80551
4307559,5976,358762,47740,32730,117266,127330,33695
4307609,49345,1462099,162084,3253,459247,595957,241559
4307708,83121,3179328,485434,1507,695433,1584386,412569
4307807,33820,1474062,186854,64292,459601,593903,169411
4307815,3660,128430,6661,57313,3977,35982,24497
4307831,2458,208362,11054,106042,16855,54237,20173
4307864,2721,77466,5974,27958,7628,17637,18268
4307906,71570,3426684,623226,148683,1007353,1304597,342826
4308003,6690,202940,19343,17268,24466,108320,33543
4308052,2346,65748,2353,29877,3847,14298,15374
4308078,4455,114939,9673,21314,25913,32495,25543
4308102,13451,422476,46706,17209,72297,219175,67089
4308201,30430,1623650,282091,99693,567695,523908,150265
4308250,1796,58932,1964,29234,3463,11337,12933
4308300,10370,200694,8672,41554,9454,93432,47582
4308409,6715,189822,11545,59933,19990,61105,37250
4308433,2424,42232,1707,13436,4009,8162,14919
4308458,4356,324156,18257,159687,10441,103872,31898
4308508,31120,1142319,114214,63253,195300,618526,151027
4308607,34684,2076992,364056,50908,771469,717324,173235
4308656,2963,125238,4642,69475,3678,26049,21394
4308706,5580,235322,22029,44339,65929,73987,29038
4308805,8409,157777,5615,64776,6912,41834,38641
4308854,1642,110237,8775,47441,3079,38404,12538
4308904,16240,554630,41488,69737,76509,285478,81417
4309001,16151,784936,59244,251975,80699,299436,93581
4309050,7988,329454,28832,16423,162003,77120,45076
4309100,35875,1969580,215984,12600,253528,1246390,241077
4309126,2106,53391,1202,26038,2195,8509,15447
4309159,4297,83011,1399,42956,2761,11829,24066
4309209,279398,11964052,2856508,12248,3882137,3927082,1286078
4309258,1516,74048,3263,37351,2265,19945,11222
4309308,98043,6729778,2135969,29639,1653674,2424075,486422
4309407,25475,866189,78328,46957,250086,365305,125513
4309506,7614,357567,31567,81628,79019,124106,41248
4309555,4812,169229,18609,23119,33623,65386,28492
4309571,3018,60127,1457,27413,1909,10715,18633
4309605,19267,1626247,347740,65342,685817,409344,118004
4309654,6714,201585,20165,52822,53207,38194,37197
4309704,4788,145045,11303,43258,8577,55146,26761
4309753,4412,90584,3667,36073,7436,18015,25393
4309803,4719,222148,18226,84721,15406,75643,28151
4309902,7338,248921,26626,77085,9779,95901,39529
4309951,4027,117234,4796,55360,3533,28767,24778
4310009,20284,1065952,112831,231631,148164,465852,107475
4310108,36450,1815164,229682,3622,861035,548099,172725
4310207,83173,3530436,356023,197951,504415,1966245,505801
4310306,4091,104592,7041,30012,10316,34870,22353
4310330,22309,455220,29943,1796,33456,256154,133870
4310363,3116,239314,36945,18137,118628,44998,20606
4310405,6228,284071,30127,93432,26562,98397,35553
4310413,2235,72493,4060,30504,2274,19610,16045
4310439,6588,196749,9214,82677,14907,54519,35432
4310462,1899,103950,4212,51547,8377,24763,15051
4310504,7344,169919,14007,32311,11807,77701,34094
4310538,5459,124774,6905,17015,15190,57138,28526
4310553,3470,92000,2327,48019,2465,17079,22110
4310579,2125,57567,853,31896,2461,8241,14117
4310603,37757,1388326,123266,360789,225987,468061,210222
4310652,2441,64391,1573,31391,2697,11701,17030
4310702,3420,58551,1908,20020,2677,12895,21051
4310751,1940,52897,1215,21085,1821,15591,13184
4310801,23880,1012333,148079,6318,276649,459234,122052
4310850,3848,98439,4321,36376,3618,32048,22076
4310876,2679,117096,2082,76749,3387,16389,18490
4310900,3576,134460,7079,55951,9205,40880,21346
4311007,26869,670646,41772,172501,31522,299342,125508
4311106,10937,254642,13338,66604,16642,102772,55286
4311122,3773,67006,2704,17658,5831,18781,22033
4311130,3518,218315,2823,157163,6692,28084,23553
4311155,8554,527538,20273,315452,15514,126760,49539
4311205,19364,1307194,152776,367729,43759,637458,105473
4311239,2884,59817,1312,31083,2092,8302,17028
4311254,6442,111632,3227,49660,3603,21188,33954
4311270,1611,94387,4848,47967,2782,24262,14527
4311304,27834,1164135,94644,266533,220428,451970,130560
4311403,82951,4241235,645414,14822,924839,2247255,408905
4311429,2561,48942,1150,20261,2572,7891,17068
4311502,7516,252428,8158,128085,7231,61665,47289
4311601,5289,140321,9371,48405,6571,48431,27543
4311627,5980,296697,21867,4486,184351,52528,33464
4311643,1708,48219,1057,24300,4059,7140,11663
4311700,5464,178996,10834,60168,10096,66630,31268
4311718,4613,245439,10195,145761,17559,43092,28832
4311734,2990,53257,1345,21507,2817,9121,18467
4311759,7291,277626,10516,149845,11609,65692,39964
4311775,6749,121310,6668,23324,19936,38061,33321
4311791,2680,69243,2774,20760,12278,14472,18959
4311809,43435,2051324,240253,179451,646350,763729,221540
4311908,4488,116522,6438,26847,11567,46317,25353
4311981,3881,66320,2718,23833,2440,15494,21835
4312005,2054,50449,2226,18324,2953,11591,15354
4312054,4024,87938,5075,23929,6440,31399,21096
4312104,4864,114241,6696,32615,9583,38634,26714
4312138,2538,103994,5843,48030,3157,28920,18045
4312153,4456,154162,12409,17889,57941,38382,27542
4312179,1665,59356,1415,32853,1922,10779,12387
4312203,4443,116743,4327,44038,8434,35387,24556
4312252,8045,176749,30784,35285,8715,62748,39217
4312302,4824,132997,10622,35211,25097,36474,25593
4312351,1466,57083,5809,25076,3933,10806,11460
4312377,3220,64838,1905,27018,2136,12727,21052
4312385,2564,79016,5302,24079,18237,14678,16720
4312401,64788,3729773,666168,42383,1281627,1389647,349948
4312427,3056,108241,8520,38636,2883,38905,19297
4312443,2979,55176,2012,19323,1921,12450,19470
4312450,6546,91742,8245,13156,10852,25918,33571
4312476,6344,182805,15206,21985,57493,54284,33837
4312500,12760,358553,14881,149768,21130,105180,67593
4312609,4948,250661,18908,15180,113330,76255,26987
4312617,3151,431524,15388,290733,21951,78228,25222
4312625,1888,52385,1621,24246,3019,9839,13660
4312658,17484,1275494,169094,123035,366448,517926,98992
4312674,1689,92153,6009,43102,2697,27146,13198
4312708,11760,427622,39886,82346,23285,219549,62556
4312757,3586,169032,29901,42830,7122,67929,21250
4312807,4690,211019,25049,23797,76220,59833,26120
4312906,9824,511068,35392,80205,223718,122462,49291
4312955,1798,91690,8485,29650,15439,24937,13179
4313003,3321,104221,5699,34548,11026,31260,21688
4313011,2710,147118,17819,42771,41150,26639,18739
4313037,5292,128579,8243,18703,36655,36789,28189
4313060,21317,632950,52102,2309,310165,164425,103949
4313086,2548,71085,4795,22783,7391,20982,15134
4313102,6508,310073,23700,50457,81110,119380,35427
4313201,21156,792489,91956,38184,176920,377893,107536
4313300,26849,1593815,229402,51052,561933,608205,143224
4313334,2268,151559,10967,69065,15109,39957,16461
4313359,3661,182745,11019,30568,87922,30048,23187
4313375,28670,1663379,400787,20906,372469,706162,163055
4313391,4169,88494,3487,37736,4176,19536,23559
4313409,246452,9404444,1203810,17878,1952162,5083089,1147504
4313425,3394,120591,5553,58868,4321,29645,22204
4313441,2223,49260,1863,20354,1498,10768,14777
4313466,1727,57257,2203,25686,1847,13762,13760
4313490,4154,88454,4413,32807,5518,23622,22094
4313508,45557,1563675,124023,32382,236545,916773,253951
4313607,3880,109912,5696,40777,5803,34719,22917
4313656,11306,469027,30692,85461,140373,149354,63146
4313706,33481,1460340,117577,441361,114538,622784,164080
4313805,7058,183202,9286,37208,33791,66762,36153
4313904,43170,2126578,236608,155794,706056,804315,223805
4313953,9269,346217,27065,90260,71804,106605,50482
4314001,7585,290121,37246,38978,71010,103398,39489
4314027,7599,154885,7354,52792,6280,51220,37238
4314035,3812,95838,8425,17583,6397,37580,25853
4314050,57660,1227222,102889,3550,381007,477835,261940
4314068,5656,104234,3468,48258,3563,18953,29994
4314076,6493,172014,16745,61807,18374,39839,35249
4314100,201767,9145515,1216199,140905,965124,5890712,932575
4314134,2287,95004,7371,31010,23605,16921,16096
4314159,8459,169255,10881,43276,32724,42873,39502
4314175,2010,110305,1941,70145,4124,13824,20272
4314209,7755,149526,6886,43733,7477,54515,36915
4314308,3893,268249,11203,145147,8967,76017,26915
4314407,341648,8843337,853596,182734,962528,5231760,1612718
4314423,5696,344509,49111,7346,185261,69581,33210
4314456,2577,73958,5021,25367,10593,16428,16549
4314464,1965,255942,17047,35706,168242,14719,20228
4314472,4372,686453,10150,83048,510052,55241,27962
4314498,4842,84689,2733,32075,5338,17838,26705
4314506,12351,287326,17535,55015,55788,96852,62136
4314548,2968,53417,4329,18070,4650,10445,15924
4314555,2357,67644,1905,32410,1752,14289,17288
4314605,20621,415909,17625,151704,21533,125976,99071
4314704,10152,195022,12951,30266,21778,81503,48524
4314753,2094,88241,7987,14794,28406,22596,14458
4314779,3908,225484,14443,96128,12049,78027,24838
4314787,1572,61997,3243,31861,2833,12341,11720
4314803,36510,1207172,168073,34429,401718,432229,170723
4314902,1479101,77134613,10797921,24312,5525023,53595044,7192313
4315008,4765,104686,3756,37729,3601,34916,24684
4315057,2397,61308,2755,22447,2899,16711,16496
4315073,1415,31549,866,10596,816,6506,12765
4315107,10301,175984,13365,22542,7512,81392,51173
4315131,1668,41814,1578,13362,2185,12789,11899
4315149,2863,140251,13491,8724,70804,29702,17529
4315156,6249,124204,4353,43912,6431,38287,31221
4315172,1957,51914,2054,24158,2917,10203,12581
4315206,3951,94170,4561,34083,10805,23303,21417
4315305,22771,447579,26294,91638,20553,209813,99281
4315313,1846,131905,4173,80158,6268,26467,14838
4315321,2786,180365,8620,104412,5032,42414,19888
4315354,3789,148010,7615,66182,6546,42390,25278
4315404,11527,174107,7592,62769,5081,46604,52060
4315453,2101,47103,1492,19916,2483,9946,13266
4315503,15836,463381,34210,139864,49476,160784,79048
4315552,2849,87153,3383,42895,2723,19194,18959
4315602,210005,10853316,2128885,176556,2646196,4809127,1092552
4315701,38284,933340,59741,246627,112189,336480,178302
4315750,4629,123810,11049,3885,51252,32682,24942
4315800,11300,462546,30442,39484,224908,111760,55952
4315909,5867,174930,24557,36671,15312,67005,31385
4315958,2352,99764,2685,59980,2731,16177,18193
4316006,21199,617912,62097,15696,208350,231793,99976
4316105,10583,351049,20509,125066,13791,140779,50904
4316204,5182,190153,9876,81745,6957,63522,28052
4316303,6899,806688,7817,57594,655241,48970,37066
4316402,39535,905708,63510,194035,39426,429446,179292
4316428,2613,57641,2736,22400,2199,15014,15292
4316436,2679,164532,10733,70089,4319,59975,19417
4316451,12416,804656,19239,104343,499871,113807,67397
4316477,2732,123685,9908,35853,13616,44209,20099
4316501,7705,281333,35723,41471,44296,117883,41960
4316600,16211,597968,61325,115412,80484,262368,78379
4316709,8099,787040,65521,342127,32824,295308,51260
4316733,1644,75301,1428,47172,2373,11523,12805
4316758,6522,267037,20405,19633,130023,62250,34727
4316808,129427,9485198,2644947,140503,2196238,3836748,666762
4316907,280505,7793975,720460,220554,835417,4719184,1298359
4316956,6315,192348,15890,28476,58896,57172,31913
4316972,2545,226963,14160,111966,38084,43759,18994
4317004,8130,188752,5263,97383,6047,39170,40889
4317103,77763,2631507,142281,251905,831305,1008707,397310
4317202,72919,2997013,342414,123515,630931,1512676,387478
4317251,1734,37497,1554,12612,1797,8979,12555
4317301,29877,1344185,62506,330558,441356,332534,177231
4317400,49493,1442761,117646,201013,80784,811012,232306
4317509,77620,2649084,244327,160397,365586,1515363,363412
4317558,2134,89045,5878,38605,9451,20465,14646
4317608,42648,1274746,143325,79269,365821,484295,202036
4317707,10305,380408,18993,190096,11950,101565,57804
4317756,2020,111507,4120,66057,3721,22705,14904
4317806,13923,554970,44091,170851,36364,232979,70685
4317905,14300,569916,79292,107247,55093,253497,74787
4317954,2343,74404,2834,37351,4228,13783,16207
4318002,60557,1905564,157113,352792,231593,867443,296621
4318051,3065,65009,3074,16066,11065,17192,17612
4318101,18471,494105,20663,197832,17648,164836,93125
4318200,21633,614630,32072,222682,49726,206495,103656
4318309,62061,1841546,139404,424184,193514,801401,283042
4318408,24078,582104,44557,81840,56284,287743,111680
4318424,4674,132767,10103,41536,6230,49360,25537
4318432,2561,75387,5184,10969,8810,34139,16286
4318440,2757,85329,3627,35711,7128,22945,15919
4318457,2562,59768,2662,22264,2103,15189,17550
4318465,2000,44948,2998,8908,2583,14793,15665
4318481,4739,122017,9302,13544,40996,34104,24070
4318499,2091,95592,5872,31427,17731,23061,17501
4318507,27410,813317,139263,64585,157268,318105,134096
4318606,6945,291614,21569,86421,16818,131837,34969
4318614,2378,60150,3656,21362,6132,12488,16513
4318622,3509,90348,2975,30712,6891,27644,22127
4318705,234947,9002658,1671417,2284,2076685,4056955,1195315
4318804,43625,1064180,77022,229585,79335,469161,209078
4318903,33668,1333395,109840,312479,113101,633329,164647
4319000,21449,849003,130142,30952,269151,315695,103064
4319109,5474,222582,17532,64461,16250,92491,31848
4319125,3238,205925,9306,123282,7056,45705,20576
4319158,7663,518371,21633,293737,16594,141600,44807
4319208,5325,155602,4993,75813,5164,40173,29461
4319307,5863,162244,7275,61057,17144,44369,32398
4319356,3758,79842,5717,15321,15060,21951,21793
4319364,2000,71366,5907,24495,1647,24098,15219
4319372,2946,102134,4027,46564,7670,21741,22131
4319406,16250,397931,27158,87916,37752,164684,80421
4319505,25467,701699,83999,20705,122032,348796,126168
4319604,23690,805172,64721,196409,77543,343423,123076
4319703,3341,91182,5409,24461,9344,31672,20296
4319711,2239,68493,3633,18502,17832,14078,14447
4319737,2724,55405,868,26520,1818,9020,17179
4319752,2219,75827,7890,3208,28311,20602,15816
4319802,8710,274618,9817,131370,14691,71308,47432
4319901,81198,3312010,322875,6669,1539044,1053813,389610
4320008,140311,3391582,393808,3197,1030956,1297476,666144
4320107,24205,919707,105820,97616,150449,458127,107694
4320206,10788,357772,31280,73785,31285,160986,60436
4320230,2924,100496,6991,37437,6022,31758,18288
4320263,7399,130978,3174,60005,5432,26993,35374
4320305,5093,240209,24243,79910,16058,90201,29797
4320321,2788,91628,4658,43374,4578,20305,18712
4320354,5553,81447,4371,26341,7891,16550,26294
4320404,17198,663509,67890,54434,170429,280850,89906
4320453,2000,42223,1358,18414,2230,7503,12718
4320503,5519,307201,10943,169834,18600,73965,33860
4320552,6433,236477,34880,26539,37644,103924,33490
4320578,1990,62937,1521,33434,2531,10397,15054
4320602,3685,100716,4318,37548,5413,31259,22177
4320651,2394,53182,2147,16276,2612,14546,17601
4320677,10183,194310,9676,60814,8544,64685,50592
4320701,14927,363024,26666,45505,24568,195244,71041
4320800,30967,975864,87242,149580,136438,458564,144040
4320859,4667,81381,3730,23961,4588,22430,26672
4320909,23651,1126285,158079,77010,379993,395070,116134
4321006,10593,453521,60367,66967,60707,210814,54667
4321105,17266,356167,20580,79848,30456,142535,82748
4321204,57292,1306887,110976,19831,205870,711371,258838
4321303,26838,749873,80209,59789,222490,271898,115487
4321329,3068,116714,11872,27300,5473,51838,20230
4321352,5479,82762,3285,23078,2980,24725,28694
4321402,13538,421623,29920,60780,26803,240088,64032
4321436,11088,224160,21063,13283,13625,122817,53373
4321451,32676,1426977,163717,55875,486734,559214,161437
4321469,3004,123112,10963,34761,4637,53194,19559
4321477,5796,125446,8701,42622,4690,39829,29603
4321493,2827,71788,3695,26876,2058,21400,17759
4321501,38386,1138189,77763,25828,122692,701816,210089
4321600,50760,1027972,70386,13236,87314,597429,259607
4321626,2339,60430,2278,19811,16836,7335,14169
4321634,2693,77973,4041,29962,3814,21980,18176
4321667,10989,254215,25637,19534,18049,139808,51186
4321709,27837,942723,129009,6851,421403,257237,128224
4321808,23938,1086481,120238,127986,120186,596565,121506
4321832,2725,50905,1384,18754,2021,10186,18560
4321857,4291,137490,7877,44760,17517,42640,24697
4321907,23963,826787,87108,73256,117818,425171,123434
4321956,5813,180273,11848,54849,26581,54584,32410
4322004,29207,8885017,2236955,83395,4158674,2147146,258847
4322103,5713,217090,16681,57277,9286,101688,32158
4322152,4560,80213,3540,32266,3004,17614,23789
4322186,1486,52331,1847,23777,2708,11592,12407
4322202,23824,1281990,91546,522192,47596,493919,126736
4322251,4767,500718,51924,31395,307174,79222,31003
4322301,7980,295762,25668,77199,16801,133704,42390
4322327,3455,96552,5406,37825,4199,25800,23321
4322343,2049,63259,2023,32457,1509,11973,15298
4322350,1192,51758,1416,28820,2153,7932,11437
4322376,2354,68336,1573,36218,2103,12252,16189
4322400,127079,2771361,219486,363746,214784,1391457,581888
4322509,65846,2256728,209029,398537,197953,1122125,329085
4322525,3479,76342,2398,35222,3639,14136,20947
4322533,11732,222662,8747,89594,13307,56667,54348
4322541,5842,129031,10510,20201,27062,40194,31064
4322558,2104,58830,1752,24357,2607,14707,15407
4322608,71117,3509832,434140,200997,1246320,1288867,339509
4322707,26618,651276,74722,66345,108800,268953,132456
4322806,25936,1549594,202793,33996,635691,548431,128683
4322855,1835,67426,3587,34408,3259,13292,12879
4322905,4825,137276,5190,54257,9391,42250,26189
4323002,254101,3743506,317323,108126,584526,1664795,1068737
4323101,4745,94668,2229,42003,3654,20136,26646
4323200,2904,175024,11095,74254,12266,55093,22316
4323309,3374,176435,23995,19214,74088,37973,21165
4323358,2102,111366,6696,54031,9577,23407,17655
4323408,4353,210836,28019,58117,26523,72300,25877
4323457,4283,120672,6899,38848,15409,32217,27300
4323507,2766,83790,5324,28019,6414,25452,18582
4323606,1565,54059,3184,23211,1929,12910,12826
4323705,2847,66472,3151,25090,3423,17379,17429
4323754,3177,98859,6489,48240,4292,20490,19347
4323770,2998,167841,17771,39897,51108,37972,21094
4323804,16025,500027,37311,1395,56718,272420,132183
5000203,15257,1332057,55316,433756,580304,146300,116380
5000252,5268,167553,10449,78073,5707,29260,44065
5000609,38958,1025875,87287,281593,84999,327345,244651
5000708,25128,455209,36674,68914,63823,143888,141910
5000807,8993,261412,15001,118071,15118,52249,60973
5000856,10620,825666,70099,273335,292320,118583,71330
5000906,8891,311702,40963,104466,10022,96048,60203
5001003,25431,1239362,108791,367454,306046,287045,170026
5001102,47784,926510,72113,130369,70290,367985,285752
5001243,11963,598004,47728,315642,22060,128649,83925
5001508,6829,414872,26684,243018,22752,72909,49510
5001904,22717,784930,76113,57932,249728,257069,144089
5002001,11305,390914,28096,135689,63691,87317,76121
5002100,24508,551791,35884,153580,62687,145047,154592
5002159,7817,211607,19814,36969,40055,50593,64176
5002209,21738,751546,72463,191600,47174,299040,141268
5002308,11891,571964,30138,349048,27214,83344,82221
5002407,29743,1394450,127835,385974,297965,393423,189254
5002605,13727,435292,37148,146331,19921,136647,95245
5002704,885711,29177496,3865509,297734,3832790,15427032,5754431
5002803,6049,119062,5901,51856,3355,17382,40570
5002902,21876,568938,60890,85287,47861,241275,133624
5002951,24559,1777832,238909,479871,123073,739549,196430
5003108,5839,107509,5882,36009,5267,20626,39725
5003157,15152,211353,9392,53630,11613,43913,92806
5003207,110806,3056327,268171,305375,460906,1236780,785095
5003256,20496,1822926,110055,719974,489791,366636,136469
5003306,33516,899025,105022,144681,54586,393100,201635
5003454,12868,295181,21920,73118,29248,95324,75571
5003488,11239,206297,11002,61839,16048,45607,71801
5003504,5889,139925,10374,39295,5212,41988,43055
5003702,220965,8500169,1094703,660328,1139907,4208693,1396538
5003751,12305,369552,31497,101713,54417,103808,78118
5003801,19234,498975,38753,52870,92546,196729,118076
5003900,3044,96208,6120,45212,3378,15862,25637
5004007,9981,186293,13792,37027,9479,67323,58672
5004106,9968,257726,17778,71104,34144,75705,58996
5004304,15977,403426,33340,117038,43692,107717,101638
5004403,7625,338303,22610,178647,17523,61110,58414
5004502,23886,821467,96590,260775,64550,259058,140495
5004601,20905,748177,58006,241576,136318,181109,131168
5004700,23140,1247734,74278,390516,344009,288577,150354
5004809,8976,130325,4326,46556,4472,17302,57668
5004908,7108,475041,27064,341213,8918,50300,47547
5005004,25967,605586,70368,68645,42589,264305,159678
5005103,4034,304981,14761,195305,13750,38562,42604
5005152,6638,284277,15479,147953,28807,48208,43830
5005202,22968,324226,27776,6511,21619,123947,144373
5005251,7267,596880,35643,369150,26365,110791,54931
5005400,45932,2922424,356942,993853,279928,992420,299281
5005608,27795,500865,41849,93955,29372,171023,164665
5005681,18256,518748,79676,46867,85344,192751,114110
5005707,54051,1840094,185719,351429,280589,664346,358010
5005806,14085,279916,19228,74491,24922,72064,89213
5006002,21300,1492791,100911,486314,471011,292084,142472
5006200,53517,2095508,250733,336914,419064,766380,322416
5006259,3947,168721,13797,73552,8653,40607,32113
5006275,5455,725435,33651,287083,264170,95328,45204
5006309,42010,1317597,120399,137355,251815,549269,258759
5006358,14048,168513,6540,33553,7771,30685,89964
5006408,7666,228230,22850,76448,8646,68764,51521
5006606,91082,3062096,313062,758862,345372,1096500,548299
5006903,17078,344199,19132,116257,10964,79466,118380
5007109,24258,868566,56655,423909,70456,149551,167995
5007208,36830,2295585,167970,850982,470581,556367,249686
5007307,4819,95257,6627,25047,4395,25211,33977
5007406,19682,468101,35053,137872,30019,134935,130222
5007505,5403,175999,11048,39912,45834,41486,37719
5007554,7801,333862,21713,178788,33250,44909,55203
5007695,26363,1695947,230849,417759,197132,649147,201059
5007703,10812,249484,21232,67505,15234,76005,69508
5007802,6515,2358954,28649,508748,1709861,48469,63226
5007901,56081,2165940,228695,734615,219288,640506,342835
5007935,18828,714369,51286,255765,118976,168079,120263
5007950,11427,222521,14689,79109,7997,48152,72575
5007976,3583,113305,5325,48356,5254,19989,34382
5008008,21311,515238,36959,164938,76678,107003,129661
5008305,119465,11545054,887976,878880,6379771,2580714,817713
5008404,6067,263891,21827,64717,85648,50573,41126
5100102,5424,77845,8146,9430,11941,17771,30557
5100201,25229,1097796,116587,276903,68393,477555,158358
5100250,51615,1458249,174981,111906,163873,696678,310811
5100300,18703,900149,58560,110912,360178,242732,127767
5100359,6659,110114,7228,32994,3144,24605,42144
5100409,11868,528714,46504,238176,20096,150478,73460
5100508,11238,122837,6335,21129,5135,27699,62540
5100607,10557,891391,46716,373822,207226,184442,79185
5100805,9979,154943,13750,23121,7443,49612,61018
5101001,3119,68837,4625,24653,1676,13622,24261
5101209,956,19202,942,3066,615,4084,10495
5101258,16690,450831,46565,22873,129036,155363,96994
5101308,9714,167264,14526,15106,10015,71924,55694
5101407,21987,818257,67656,59695,415989,141763,133154
5101605,8563,91427,3768,19491,2808,16328,49032
5101704,34619,1315942,94234,390982,318769,306456,205500
5101803,60661,1897482,215012,103647,254437,962430,361956
5101852,6452,303002,19803,168299,9723,60938,44239
5101902,19248,965779,71945,433211,52261,284107,124255
5102504,93882,1895809,197261,139231,155255,871348,532714
5102603,15830,288267,18974,62050,34586,72804,99852
5102637,34558,3623523,281651,1336517,627871,1135972,241511
5102678,42871,2438785,220541,1042414,151090,760159,264581
5102686,6710,1386733,92404,642165,202224,388244,61696
5102694,4761,134866,6743,70519,7468,19061,31075
5102702,21311,1272296,137581,408654,44794,542114,139152
5102793,10413,166418,16045,34291,5728,49063,61291
